cod;sociedad;sociedad sap;cta_cont_int;nombre_cta;apert_contrato;reportable;cod_product;cod_tip_creditos;tip_posicion;item_matriz;debito;credito;ind_moneda;tip_cta
2115;BCO;4101;1211500112;CUENTA PUENTE AV - SAV TIENDA;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500113;CTA POR COBRAR EERR (FINANCIAMIENTO);N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500114;PRESTAMOS NEGOCIACION COLECTIVA;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500116;APERTURA CUENTAS VISTA $1;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500117;CTA X COB BENEFICIO MINVU DS-02;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500118;CTA X COB SUBSIDIO A LA RENTA CLIENTES FONDO CORFO;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500119;CTA X COB SUBSIDIO CESANTIA CORFO;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500120;CTA X COBRAR BENEFICIO MINVU DS12;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500122;PAGOS CRED CONSUMO TERMINAL FINANCIERO;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500123;PTMO CONVENIO COLECTIVO 2017;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500124;PTMO GRATIFICACION 2017;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500126;CTA X COB BOTON DE PAGO HOMEBANKING;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500127;CXC CREDITO ORDENATE;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500128;DIVIDENDOS MINIMOS POR COBRAR CAR;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500129;CXC INCID CTA VISTA;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500131;CTA POR COBRAR CENTROS RECAUDACION SERVIPAG;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500132;CTA POR COBRAR SERVIPAG EXPRESS;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500133;CTA POR COBRAR PORTAL PAGOS SERVIPAG;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500134;CTA POR COBRAR PROV SEGUROS;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500136;RETENSIONES AT POR RECUPERAR;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500137;CUENTA POR COBRAR ONECLICK CHEK;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500140;CUENTAS POR COBRAR GITOS ATM;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500141;CUENTAS POR COBRAR COMPRAS;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500142;CUENTAS POR COBRAR TEF;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500144;PROVISIONES CONTABILIDAD (ACTIVO);N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211500145;CTA X COB PORT FINAN;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211510001;OPER X COBRAR PAGO POSTERIOR REALAIS;N;S;0;0;N;1130201;1130201;1130201;CHN;A
2115;BCO;4101;1211520004;FONDO FIJO;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211550005;CTA POR COBRAR CUENTAS VISTA;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2115;BCO;4101;1211599991;COMPLEMENTARIA PASIVO IMPUESTO DIFERIDO;N;S;0;0;S;1750000;1750000;1750000;CHN;A
2120;BCO;4101;1212000021;BONOS CORRIENTES - DIFER MENOR VALOR;N;S;0;0;N;2402100;2402100;2402100;CHR;P
2120;USD;4104;1212000029;DEPOSITO EN GARANTIA MASTERCARD BR;N;S;0;0;N;1800901;1800901;1800901;EXT;A
2120;BCO;4101;1212000050;GASTOS PAGADOS POR ANTICIPADO.;N;S;0;0;N;1800911;1800911;1800911;CHN;A
2120;BCO;4101;1212000051;POLIZAS DE SEGURO.;N;S;0;0;N;1800911;1800911;1800911;CHN;A
2120;BCO;4101;1212000054;PAGOS PROVISIONALES MENSUALES (PPM).;N;S;0;0;N;1700000;1700000;1700000;CHN;A
2120;BCO;4101;1212000064;INVERSIONES EN SOFTWARE;N;S;0;0;N;1500201;1500201;1500201;CHN;A
2120;BCO;4101;1212000089;DERECHO DE LLAVE TRANSBANK;N;S;0;0;N;1500290;1500290;1500290;CHN;A
2120;BCO;4101;1212000090;CORRE.MONT ACUMULADA DERECHO LLAVE TRANSBANK;N;S;0;0;N;1500290;1500290;1500290;CHN;A
2120;BCO;4101;1212000091;AMORTIZACION  ACUMULADA DERECHO LLAVE TRANSBANK;N;S;0;0;S;1500290;1500290;1500290;CHN;A
2120;BCO;4101;1212000092;GASTOS ANTICIPADO DCV Y OTROS;N;S;0;0;N;1800911;1800911;1800911;CHN;A
2120;BCO;4101;1212000119;IVA DEBITO COMISIONES SEGURO POR APLICAR;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2120;BCO;4101;1212000121;SUCURSALES EN DESARROLLO;N;S;0;0;N;1650102;1650102;1650102;CHN;A
2120;BCO;4101;1212000122;PROYECTOS TECNOLOGICOS;N;S;0;0;N;1500290;1500290;1500290;CHN;A
2120;BCO;4101;1212000124;TARJETAS PLASTICAS - CUENTAS VISTA;N;S;0;0;N;1800911;1800911;1800911;CHN;A
2120;BCO;4101;1212000125;GASTO ANTICIPADO LICENCIAS Y MANTENCION SOFTWARE;N;S;0;0;N;1800911;1800911;1800911;CHN;A
2120;BCO;4101;1212000126;BONO TERMINO CONFLICTO;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2120;BCO;4101;1212000127;OP DOCUMENTOS DTE;N;S;0;0;N;1800990;1800990;2800090;CHN;A
2120;USD;4104;1212000130;DEPOSITO GARANTIA DERIVADOS ENTREGADOS;N;S;0;0;N;1800901;1800901;1800901;EXT;A
2127;BCO;4101;1212760001;CVA FORWARD NEGOCIACION;S;S;0;0;S;1250101;1250101;1250101;CHN;A
2127;BCO;4101;1212760002;CVA SWAP NEGOCIACION;S;S;0;0;S;1250102;1250102;1250102;CHN;A
2127;BCO;4101;1212760003;CVA SWAP COBERTURA;S;S;0;0;S;1250202;1250202;1250202;CHN;A
2127;BCO;4101;1212760004;DVA FORWARD NEGOCIACION;S;S;0;0;S;1250101;1250101;1250101;CHN;A
2127;BCO;4101;1212760005;DVA SWAP NEGOCIACION;S;S;0;0;S;1250102;1250102;1250102;CHN;A
2127;BCO;4101;1212760006;DVA SWAP COBERTURA;S;S;0;0;S;1250202;1250202;1250202;CHN;A
2128;BCO;4101;1212800001;VALOR DE MERCADO FORWARD UF - PESOS;N;S;0;0;S;1250101;1250101;1250101;CHN;A
2128;BCO;4101;1212815009;VALOR DE MERCADO FORWARD MX COMP;S;S;0;0;S;1250101;1250101;1250101;CHN;A
2128;BCO;4101;1212815011;VALOR DE MERCADO SWAPS DE TASAS NEGOCIACION CLP;S;S;0;0;S;1250102;1250102;1250102;CHN;A
2128;BCO;4101;1212815014;VLR MCDO CCS SWAP PC;N;S;0;0;S;1250102;1250102;1250102;CHN;A
2128;BCO;4101;1212850003;AJ VLR RAZON COB FLUJO CAJA CCS SWAP ACTIVO UF-CLP;S;S;0;0;S;1250202;1250202;1250202;CHN;A
2128;BCO;4101;1212850010;AJ VLR RAZON COB CCS SWAP ACTIVO UF-CLP;S;S;0;0;S;1250102;1250102;1250102;CHN;A
2128;BCO;4101;1212850011;AJ VLR RAZON COB CCS SWAP ACTIVO CLP-UF;S;S;0;0;S;1250102;1250102;1250102;CHN;A
2305;BCO;4101;1230500001;SOFTWARE Y LICENCIAS;N;S;0;0;N;1500201;1500201;1500201;CHN;A
2305;BCO;4101;1230500002;REMODELACION DE SUCURSALES;N;S;0;0;N;1650102;1650102;1650102;CHN;A
2305;BCO;4101;1230500005;INSTALACIONES.;N;S;0;0;N;1650101;1650101;1650101;CHN;A
2305;BCO;4101;1230500006;EQUIPOS COMPUTACIONALES.;N;S;0;0;N;1600201;1600201;1600201;CHN;A
2305;BCO;4101;1230500007;MUEBLES Y EQUIPOS DE OFICINA.;N;S;0;0;N;1600202;1600202;1600202;CHN;A
2305;BCO;4101;1230500012;DEPRECIACIONES ACUM DE MUEBLES Y EQUIPOS;N;S;0;0;S;1600210;1600210;1600210;CHN;A
2305;BCO;4101;1230500013;DEPRECIACIONES ACUM. DE EQUIPOS COMPUTACIONALES.;N;S;0;0;S;1600210;1600210;1600210;CHN;A
2305;BCO;4101;1230500014;DEPRECIACIONES ACUM. DE OTROS ACTIVOS FIJOS.;N;S;0;0;S;1600210;1600210;1600210;CHN;A
2305;BCO;4101;1230500015;DEPRECIACIONES ACUM. INSTALACIONES;N;S;0;0;S;1650110;1650110;1650110;CHN;A
2305;BCO;4101;1230500018;DEPRECIACION ACUM SOFTWARE Y LICENCIAS.;N;S;0;0;S;1500201;1500201;1500201;CHN;A
2305;BCO;4101;1230500046;DEPR.ACUMULADA REMODELACION SUCURSALES;N;S;0;0;S;1650110;1650110;1650110;CHN;A
2306;BCO;4101;1230600001;DDU ARRIENDO TERCEROS;N;S;0;0;N;1650101;1650101;1650101;CHN;A
2306;BCO;4101;1230600004;AMORT ACUM ARRIENDO TERCEROS;N;S;0;0;S;1650110;1650110;1650110;CHN;A
2306;BCO;4101;1230600007;CTRL DDU ARRI TERCER;N;S;0;0;S;1800990;1800990;2800090;CHN;A
2306;BCO;4101;1230610000;DDU ARRIENDO INMUEBLES EERR;N;S;0;0;N;1650101;1650101;1650101;CHN;A
2306;BCO;4101;1230610001;AMORT ACUM INMUEBLES EERR;N;S;0;0;S;1650110;1650110;1650110;CHN;A
2306;BCO;4101;1230610002;CONTROL DDU ARRIENDO INMUEBLES EERR;N;S;0;0;S;1800990;1800990;2800090;CHN;A
2308;BCO;4101;1230800000;DDU ARRDO 3RO MANUAL;N;S;0;0;N;1650101;1650101;1650101;CHN;A
2308;BCO;4101;1230800001;AMORT ACUM DDU ARR;N;S;0;0;N;1650110;1650110;1650110;CHN;A
2320;BCO;4101;1232000005;BANRIPLEY ASESORIAS FINANCIERAS;N;S;0;0;N;1400104;1400104;1400104;CHN;A
2320;BCO;4101;1232000009;INV. EN SOC. DE APOYO AL GIRO COMBANC.;N;S;0;0;N;1400200;1400200;1400200;CHN;A
2320;BCO;4101;1232000025;VPP BANRIPLEY ASESORIAS FINANC;N;S;0;0;S;1400104;1400104;1400104;CHN;A
2320;BCO;4101;1232000027;INVERSION SOCIEDAD CAR;N;S;0;0;N;1400104;1400104;1400104;CHN;A
2320;BCO;4101;1232000028;VPP INVERSION SOCIEDAD CAR;N;S;0;0;N;1400104;1400104;1400104;CHN;A
2320;BCO;4101;1232000029;INVERSION SOCIEDAD CORREDORA;N;S;0;0;N;1400104;1400104;1400104;CHN;A
2320;BCO;4101;1232000030;VPP INVERSION SOCIEDAD CORREDORA;N;S;0;0;N;1400104;1400104;1400104;CHN;A
2505;BCO;4101;1250500005;CAMBIOS BACK OFFICE MESA DINERO;N;N;0;0;S;0;0;0;CHN;A
3005;BCO;4101;2300500001;ACREEDORES CTA CTE EMPRESAS;S;S;510;0;N;2100109;2100109;2100109;CHN;P
3010;BCO;4101;2301000000;DEP Y CAPTAC VENCIDOS DEL PUBLICO $;N;S;0;0;N;2100382;2100382;2100382;CHN;P
3010;BCO;4101;2301000006;DEP Y CAPTAC VENCIDOS DEL PUBLICO UF;N;S;0;0;N;2100382;2100382;2100382;CHR;P
3010;BCO;4101;2301000008;IMPUESTO DE TIMBRE Y ESTAMPILLA;N;S;0;0;N;2800001;2800001;2800001;CHN;P
3010;BCO;4101;2301000009;RETENCION IMPUESTO HONORARIOS 10%;N;S;0;0;N;2800001;2800001;2800001;CHN;P
3010;BCO;4101;2301000010;IVA DEBITOS FISCAL;N;S;0;0;N;2800090;1800990;2800090;CHN;P
3010;BCO;4101;2301000016;CUPONES VENCIDOS POR PAGAR;N;S;0;0;N;2100383;2100383;2100383;CHR;P
3010;BCO;4101;2301000019;IVA DEBITO FISCAL CTA CTE;N;S;0;0;N;2800090;1800990;2800090;CHN;P
3010;BCO;4101;2301000024;ORDENES DE PAGO PENDIENTE UF;N;S;0;0;N;2100326;2100326;2100326;CHR;P
3010;BCO;4101;2301000038;SEGUROS X PAGAR FAMILIA PROTEGIDA;N;S;0;0;N;2100390;2100390;2100390;CHN;P
3010;BCO;4101;2301000039;SEGUROS X PAGAR DESGRAVAMEN;N;S;0;0;N;2100390;2100390;2100390;CHN;P
3010;BCO;4101;2301000048;PRIMAS POR PAGAR A CIAS. DE SEGUROS;N;S;0;0;N;2100390;2100390;2100390;CHN;P
3010;BCO;4101;2301000049;IMPUESTO ADIC POR PA;N;S;0;0;N;2800001;2800001;2800001;CHN;P
3010;BCO;4101;2301000050;SEGURO X PAGAR BIEN SEGURO;N;S;0;0;N;2100390;2100390;2100390;CHN;P
3010;BCO;4101;2301000051;VARIOS ACREEDORES - OPERACIONES;N;S;0;0;N;2100390;2100390;2100390;CHN;P
3010;BCO;4101;2301000059;SEGURO X PAGAR CAMINANDO PROTEGIDO;N;S;0;0;N;2100390;2100390;2100390;CHN;P
3010;BCO;4101;2301000061;VARIOS ACREEDORES TEF (TRANSFERENCIAS ELECTRONICAS DE FONDOS;N;S;0;0;N;2100390;2100390;2100390;CHN;P
3010;BCO;4101;2301000066;VARIOS ACREEDORES - SEGUROS;N;S;0;0;N;2100390;2100390;2100390;CHN;P
3010;BCO;4101;2301000067;VARIOS ACREEDORES - CREDITOS;N;S;0;0;N;2100390;2100390;2100390;CHN;P
3010;BCO;4101;2301000068;VARIOS ACREEDORES - HIPOTECARIO;N;S;0;0;N;2100390;2100390;2100390;CHN;P
3010;BCO;4101;2301000072;VARIOS ACREEDORES -;N;S;0;0;N;2100390;2100390;2100390;CHN;P
3010;BCO;4101;2301000073;SEGUROS POR PAGAR  AUTO PROTEGIDO;N;S;0;0;N;2100390;2100390;2100390;CHN;P
3010;BCO;4101;2301000077;SEGUROS X PAGAR SEGURO VIDA PROTECCION INTEGRAL;N;S;0;0;N;2100390;2100390;2100390;CHN;P
3010;BCO;4101;2301000078;SEGUROS X PAGAR SEGURO VIDA PROTEGIDA;N;S;0;0;N;2100390;2100390;2100390;CHN;P
3010;BCO;4101;2301000082;2014 SALDOS INMOVILIZADOS A156 LGB;N;S;0;0;N;2100381;2100381;2100381;CHN;P
3010;BCO;4101;2301000083;2015 SDOS INMOV A156;N;S;0;0;N;2100381;2100381;2100381;CHN;P
3010;BCO;4101;2301000084;VRS ACREED RRHH;N;S;0;0;N;2100390;2100390;2100390;CHN;P
3010;BCO;4101;2301000085;2016 SALDOS INMOVILIZADOS A156 LGB;N;S;0;0;N;2100381;2100381;2100381;CHN;P
3010;BCO;4101;2301000086;CUENTA POZO CHECK RIPLEY PAY;N;S;0;0;N;2100207;2100207;2100207;CHN;P
3010;BCO;4101;2301000087;2017 SALDOS INMOVILIZADOS A156 LGB;N;S;0;0;N;2100381;2100381;2100381;CHN;P
3010;BCO;4101;2301000088;VARIOS ACREEDORES CIERRE CAPT DIGITAL CUENTAS VISTA;N;S;0;0;N;2100390;2100390;2100390;CHN;P
3010;BCO;4101;2301000090;2018 SALDOS INMOVILIZADOS A156 LGB;N;S;0;0;N;2100381;2100381;2100381;CHN;P
3010;BCO;4101;2301004401;VRS ACREED SEGUROS;N;S;0;0;N;2100390;2100390;2100390;CHN;P
3010;BCO;4101;2301050000;VALE VISTAS;N;S;0;0;N;2100201;2100201;2100201;CHN;P
3015;BCO;4101;2301500000;CUENTAS A LA VISTA;S;S;560;0;N;2100204;2100204;2100204;CHN;P
3020;BCO;4101;2302052010;DEP Y CAP FIJO $ 30/89 DIAS 5201 DEL PUBLICO;S;S;610;0;N;2200100;2200100;2200100;CHN;P
3020;BCO;4101;2302052012;INTERESES POR PAGAR DE M/CH 5201 DEL PUBLICO;S;S;610;0;N;2200100;2200100;2200100;CHN;P
3020;BCO;4101;2302052020;DEP Y CAP REN. $ 30 A 89 DÍAS 5202 DEL PUBLICO;S;S;610;0;N;2200100;2200100;2200100;CHN;P
3020;BCO;4101;2302052022;INTERESES POR PAGAR DE M/CH  5202 DEL PUBLICO;S;S;610;0;N;2200100;2200100;2200100;CHN;P
3020;BCO;4101;2302052030;DEP Y CAP INST FIJO $ 30/89 DIAS 5203 DE INST FINANC;S;S;610;0;N;2200100;2200100;2200100;CHN;P
3020;BCO;4101;2302052032;INTERESES POR PAGAR DE M/CH 5203 DE INST FINANC;S;S;610;0;N;2200100;2200100;2200100;CHN;P
3020;BCO;4101;2302052040;DEP Y CAP INST REN $ 30 A 89 DIAS 5204 DEL PUBLICO;S;S;610;0;N;2200100;2200100;2200100;CHN;P
3020;BCO;4101;2302052042;INTERESES POR PAGAR DE M/CH     5204 DEL PUBLICO;S;S;610;0;N;2200100;2200100;2200100;CHN;P
3020;BCO;4101;2302052050;DEP Y CAP FIJO $ 30 A 89 DIAS 5205 DEL PUBLICO;S;S;610;0;N;2200100;2200100;2200100;CHN;P
3020;BCO;4101;2302052052;INTERESES POR PAGAR DE M/CH     5205 DEL PUBLICO;S;S;610;0;N;2200100;2200100;2200100;CHN;P
3020;BCO;4101;2302052060;DEP Y CAP RENOV $ 30 A 89 DIAS 5206 DEL PUBLICO;S;S;610;0;N;2200100;2200100;2200100;CHN;P
3020;BCO;4101;2302052062;INTERESES POR PAGAR DE M/CH     5206 DEL PUBLICO;S;S;610;0;N;2200100;2200100;2200100;CHN;P
3025;BCO;4101;2302553010;DEP Y CAP FIJO $  90 A 365   5301;S;S;620;0;N;2200100;2200100;2200100;CHN;P
3025;BCO;4101;2302553012;INT. POR PAGAR DE M/CH     5301;S;S;620;0;N;2200100;2200100;2200100;CHN;P
3025;BCO;4101;2302553030;DEP Y CAP FIJO UF 90 A 1 AÑO  5303;S;S;620;0;N;2200100;2200100;2200100;CHR;P
3025;BCO;4101;2302553031;REAJUSTES POR PAGAR      5303;S;S;620;0;N;2200100;2200100;2200100;CHR;P
3025;BCO;4101;2302553032;INT POR PAGAR DE M/CH     5303;S;S;620;0;N;2200100;2200100;2200100;CHR;P
3025;BCO;4101;2302553040;DEP Y CAP REN  $ 90 A 1 AÑO 5304;S;S;620;0;N;2200100;2200100;2200100;CHN;P
3025;BCO;4101;2302553042;INT. POR PAGAR DE M/CH     5304;S;S;620;0;N;2200100;2200100;2200100;CHN;P
3025;BCO;4101;2302553050;DEP Y CAP INST F $ 90 A 1 AÑO 5305;S;S;620;0;N;2200100;2200100;2200100;CHN;P
3025;BCO;4101;2302553052;INT. POR PAGAR DE M/CH  5305;S;S;620;0;N;2200100;2200100;2200100;CHN;P
3025;USD;4104;2302560000;DAP FIJO USD 7 A 365 DIAS;S;S;620;0;N;2200100;2200100;2200100;EXT;P
3025;USD;4104;2302560002;INTS POR PAGAR DAP FIJO USD 7 A 365 DIAS;S;S;620;0;N;2200100;2200100;2200100;EXT;P
3040;BCO;4101;2304000002;CUENTAS POR PAGAR SUELDO RG;N;S;0;0;N;2800001;2800001;2800001;CHN;P
3040;BCO;4101;2304000004;IMPUESTO UNICO  TRABAJADORES;N;S;0;0;N;2800001;2800001;2800001;CHN;P
3040;BCO;4101;2304000005;COTIZACIONES E IMPOSICIONES POR PAGAR;N;S;0;0;N;2800001;2800001;2800001;CHN;P
3040;BCO;4101;2304000010;CUENTAS Y DOC POR PAGAR OTROS;N;S;0;0;N;2800001;2800001;2800001;CHN;P
3040;BCO;4101;2304000013;SEG. DESGRAV PTMOS HIP VIVIENDA;N;S;0;0;N;2800001;2800001;2800001;CHR;P
3040;BCO;4101;2304000014;SEG. DES GRAV PTMOS HIP FINES GRALES;N;S;0;0;N;2800001;2800001;2800001;CHR;P
3040;BCO;4101;2304000015;SEG INCENDIO PTMOS HIP VIVIENDA;N;S;0;0;N;2800001;2800001;2800001;CHR;P
3040;BCO;4101;2304000016;SEG INCENDIO PTMOS HIP  FINES GRALES;N;S;0;0;N;2800001;2800001;2800001;CHR;P
3040;BCO;4101;2304000017;SEG CESANTIA PTMOS HIP  VIVIENDA;N;S;0;0;N;2800001;2800001;2800001;CHR;P
3040;BCO;4101;2304000018;SEG DE CESANTIA PTMOS HIP  FINES GRALES;N;S;;0;N;2800001;2800001;2800001;CHR;P
3040;BCO;4101;2304000020;SEGURO DE VIDA (ECCSA);N;S;0;0;N;2800001;2800001;2800001;CHN;P
3040;BCO;4101;2304000041;PROVISION PARA DIVIDENDOS MINIMOS;N;S;0;0;N;2700200;2700200;2700200;CHN;P
3040;BCO;4101;2304000058;SINIESTRO X PAGAR SEG INCENDIO Y/O ADICIONAL SISMO HIPOTECAR;N;S;;0;N;2800001;2800001;2800001;CHN;P
3065;BCO;4101;2306557010;DEP Y CAP FIJO $ MAS 1 AÑO 5701;S;S;630;0;N;2200100;2200100;2200100;CHN;P
3065;BCO;4101;2306557012;INTERESES POR PAGAR DE M/CH 5701;S;S;630;0;N;2200100;2200100;2200100;CHN;P
3065;BCO;4101;2306557020;DEP Y CAP RENOVABLE $ MAS 1 AÑO 5702;S;S;630;0;N;2200100;2200100;2200100;CHN;P
3065;BCO;4101;2306557022;INTERESES POR PAGAR DE M/CH 5702;S;S;630;0;N;2200100;2200100;2200100;CHN;P
3065;BCO;4101;2306557030;DEP Y CAP FIJO UF MAS 1 AÑO 5703;S;S;630;0;N;2200100;2200100;2200100;CHR;P
3065;BCO;4101;2306557031;REAJUSTE POR PAGAR   5703;S;S;630;0;N;2200100;2200100;2200100;CHR;P
3065;BCO;4101;2306557032;INTERESES POR PAGAR DE M/CH 5703;S;S;630;0;N;2200100;2200100;2200100;CHR;P
3065;BCO;4101;2306557050;DEP Y CAP INSTITUCIONES FIJO $ MAS 1 AÑO 5705;S;S;630;0;N;2200100;2200100;2200100;CHN;P
3065;BCO;4101;2306557052;INTERESES POR PAGAR DE M/CH 5705;S;S;630;0;N;2200100;2200100;2200100;CHN;P
3065;BCO;4101;2306557070;DEP Y CAP INSTITUCIONES FIJO UF MAS 1 AÑO 5707;N;S;630;0;N;2200100;2200100;2200100;CHR;P
3065;BCO;4101;2306557071;REAJUSTE POR PAGAR   5707;N;S;630;0;N;2200100;2200100;2200100;CHR;P
3065;BCO;4101;2306557072;INTERESES POR PAGAR DE M/CH 5707;N;S;630;0;N;2200100;2200100;2200100;CHR;P
3075;BCO;4101;2307500000;BONOS CORRIENTES POR PAGAR CLP;S;S;770;0;N;2402100;2402100;2402100;CHN;P
3075;BCO;4101;2307500002;IXP BONOS CORRIENTES CLP;S;S;770;0;N;2402100;2402100;2402100;CHN;P
3075;BCO;4101;2307500003;BONOS CORRIENTES POR PAGAR UF;N;S;770;0;N;2402100;2402100;2402100;CHR;P
3075;BCO;4101;2307500005;IXP BONOS CORRIENTES UF;S;S;770;0;N;2402100;2402100;2402100;CHR;P
3075;BCO;4101;2307500006;RXP BONOS CORRIENTES UF;N;S;770;0;N;2402100;2402100;2402100;CHR;P
3310;BCO;4101;2331000000;LETRAS DE CREDITO EN CIRCULACION CON AMORTIZACION DIRECTA;N;S;0;0;N;2401001;2401001;2401001;CHR;P
3310;BCO;4101;2331000001;REAJ. X PAGAR L/C. EN CIRC. AMOR. DIRECTA;N;S;0;0;N;2401001;2401001;2401001;CHR;P
3310;BCO;4101;2331000006;LCHR CIRC AMORT DIRECTA F GRALES;N;S;0;0;N;2401002;2401002;2401002;CHR;P
3310;BCO;4101;2331000007;R X PAGAR LCHR CIRC AMORT DIR F GRALES;N;S;0;0;N;2401002;2401002;2401002;CHR;P
3310;BCO;4101;2331000008;INT X PAG LCHR CIRC AMORT DIR F GRALES;N;S;0;0;N;2401002;2401002;2401002;CHR;P
3315;BCO;4101;2331500000;INTERESES POR PAGAR EN CUPONES POR VENCER;N;S;0;0;N;2401001;2401001;2401001;CHR;P
3405;BCO;4101;2340500003;LCL CAPITAL LINEA CRED LIQUIDEZ;S;S;0;0;N;2303100;2303100;2303100;CHN;P
3405;BCO;4101;2340500004;LCL INTERES POR PAGAR LINEA CREDITO LIQUIDEZ;S;S;0;0;N;2303100;2303100;2303100;CHN;P
3405;BCO;4101;2340500005;FCIC CAPITAL FACILIDAD CREDITO COND INCREM COLOCACIONES;S;S;0;0;N;2303100;2303100;2303100;CHN;P
3405;BCO;4101;2340500006;FCIC INTS X PAGAR FACILIDAD CREDITO COND INCREM COLOCACIONES;S;S;0;0;N;2303100;2303100;2303100;CHN;P
3415;BCO;4101;2341500000;- 1 AÑO ADEUDADO A;S;S;0;0;N;2301009;2301009;2301009;CHN;P
3415;BCO;4101;2341500002;- 1 AÑO INTS X PAG;S;S;0;0;N;2301009;2301009;2301009;CHN;P
3460;BCO;4101;2346000000;OTROS PRESTAMOS Y OBLIGACIONES LINEA CORFO B42;S;S;0;0;N;2500101;2500101;2500101;CHR;P
3460;BCO;4101;2346000001;IXP OTROS PRESTAMOS Y OBLIGACIONES LINEA CORFO B42;S;S;0;0;N;2500101;2500101;2500101;CHR;P
3460;BCO;4101;2346000002;RXP OTROS PRESTAMOS Y OBLIGACIONES LINEA CORFO B42;S;S;0;0;N;2500101;2500101;2500101;CHN;P
4110;BCO;4101;2411000000;OP SOBRANTE DE CAJA;N;S;0;0;N;2800090;1800990;2800090;CHN;P
4110;BCO;4101;2411000001;OP DIFERENCIA DE CANJE;N;S;0;0;N;2800090;1800990;2800090;CHN;P
4110;BCO;4101;2411000002;OP ACREEDORA PROCESOS CENTRALES;N;S;0;0;N;2800090;1800990;2800090;CHN;P
4110;BCO;4101;2411000005;OP REINTEGRO ADMINISTRACION;N;S;0;0;N;2800090;1800990;2800090;CHN;P
4110;BCO;4101;2411000006;OP RECHAZO COMP HIPOTECARIO;N;S;0;0;N;2800090;1800990;2800090;CHN;P
4110;BCO;4101;2411000010;OP PROCESOS 1 OPERACIONES;N;S;0;0;N;2800090;1800990;2800090;CHN;P
4110;BCO;4101;2411000011;OP PEND CTAS CTES;N;S;0;0;N;2800090;1800990;2800090;CHN;P
4110;BCO;4101;2411000012;OP SUCURSALES Y PASIVOS;N;S;0;0;N;2800090;1800990;2800090;CHN;P
4110;BCO;4101;2411000019;OP DEVOL PRIMAS RECHAZADAS SEGUROS;N;S;0;0;N;2800090;1800990;2800090;CHN;P
4110;BCO;4101;2411000022;OP OPERACIONES - AJUSTES DIARIOS BALANCE (PASIVO);N;S;0;0;N;2800090;1800990;2800090;CHN;P
4110;BCO;4101;2411000023;AJUSTES POR EFECTUAR COMPRA CARTERA;N;S;0;0;N;2800090;1800990;2800090;CHN;P
4110;BCO;4101;2411000058;OTROS CREDITOS CONTABILIDAD;N;S;0;0;N;2800090;1800990;2800090;CHN;P
4110;BCO;4101;2411000065;REINTEGRO CTAS X COBRAR RRHH (DESCTO PERD CAJAS);N;S;0;0;N;2800090;1800990;2800090;CHN;P
4110;BCO;4101;2411000066;OP PAGO PROVEEDORES CCA;N;S;0;0;N;2800090;1800990;2800090;CHN;P
4110;USD;4104;2411000069;OP PDTE ACREED USD C;N;S;0;0;N;2800090;1800990;2800090;EXT;P
4110;BCO;4101;2411000070;OP ACREEDORA CHEQUES;N;S;0;0;N;2800090;1800990;2800090;CHN;P
